t, theta (rad)
53.36, 0.0305233
53.38, 0.00807182
53.4, -0.0144601
53.42, -0.0368374
53.44, -0.0588267
53.46, -0.0801988
53.48, -0.100731
53.5, -0.120211
53.52, -0.138437
53.54, -0.155219
53.56, -0.170385
53.58, -0.18378
53.6, -0.195265
53.62, -0.204724
53.64, -0.212061
53.66, -0.217199
53.68, -0.220088
53.7, -0.220699
53.72, -0.219025
53.74, -0.215085
53.76, -0.208918
53.78, -0.200588
53.8, -0.19018
53.82, -0.177802
53.84, -0.16358
53.86, -0.147661
53.88, -0.13021
53.9, -0.111407
53.92, -0.0914475
53.94, -0.0705383
53.96, -0.0488972
53.98, -0.0267498
54, -0.00432701
54.02, 0.0181371
54.04, 0.0404082
54.06, 0.0622541
54.08, 0.0834471
54.1, 0.103767
54.12, 0.123002
54.14, 0.140955
54.16, 0.157438
54.18, 0.172282
54.2, 0.185335
54.22, 0.196464
54.24, 0.205553
54.26, 0.212511
54.28, 0.217268
54.3, 0.219774
54.32, 0.220005
54.34, 0.217958
54.36, 0.213656
54.38, 0.207142
54.4, 0.198483
54.42, 0.187768
54.44, 0.175107
54.46, 0.16063
54.48, 0.144487
54.5, 0.126845
54.52, 0.107885
54.54, 0.0878049
54.56, 0.0668134
54.58, 0.0451288
54.6, 0.0229771
54.62, 0.000589459
54.64, -0.0218006
54.66, -0.0439593
54.68, -0.0656559
54.7, -0.0866642
54.72, -0.106766
54.74, -0.125752
54.76, -0.143427
54.78, -0.159607
54.8, -0.174126
54.82, -0.186835
54.84, -0.197603
54.86, -0.206321
54.88, -0.212901
54.9, -0.217274
54.92, -0.219397
54.94, -0.219249
54.96, -0.216831
54.98, -0.212169
55, -0.205311
55.02, -0.196326
55.04, -0.185307
55.06, -0.172368
55.08, -0.157641
55.1, -0.141279
55.12, -0.12345
55.14, -0.104339
55.16, -0.0841454
55.18, -0.0630778
55.2, -0.041356
55.22, -0.0192065
55.24, 0.00313969
55.26, 0.0254493
55.28, 0.0474897
55.3, 0.069031
55.32, 0.089849
55.34, 0.109727
55.36, 0.128459
55.38, 0.145852
55.4, 0.161725
55.42, 0.175915
55.44, 0.188277
55.46, 0.198684
55.48, 0.207029
55.5, 0.213228
55.52, 0.217218
55.54, 0.218959
55.56, 0.218432
55.58, 0.215645
55.6, 0.210625
55.62, 0.203425
55.64, 0.194118
55.66, 0.182799
55.68, 0.169586
55.7, 0.154614
55.72, 0.138037
55.74, 0.120028
55.76, 0.100772
55.78, 0.08047
55.8, 0.0593325
55.82, 0.0375799
55.84, 0.015439
55.86, -0.00685929
55.88, -0.0290822
55.9, -0.050998
55.92, -0.0723783
55.94, -0.0930004
55.96, -0.11265
55.98, -0.131123
56, -0.148229
56.02, -0.163792
56.04, -0.17765
56.06, -0.189662
56.08, -0.199704
56.1, -0.207675
56.12, -0.213493
56.14, -0.2171
56.16, -0.218458
56.18, -0.217554
56.2, -0.214399
56.22, -0.209024
56.24, -0.201485
56.26, -0.191858
56.28, -0.180244
56.3, -0.166761
56.32, -0.151548
56.34, -0.134763
56.36, -0.116579
56.38, -0.0971838
56.4, -0.0767797
56.42, -0.0555788
56.44, -0.0338018
56.46, -0.0116758
56.48, 0.0105682
56.5, 0.0326982
56.52, 0.0544834
56.54, 0.0756966
56.56, 0.0961173
56.58, 0.115533
56.6, 0.133743
56.62, 0.150558
56.64, 0.165806
56.66, 0.179329
56.68, 0.190988
56.7, 0.200664
56.72, 0.20826
56.74, 0.213696
56.76, 0.216919
56.78, 0.217895
56.8, 0.216616
56.82, 0.213094
56.84, 0.207366
56.86, 0.19949
56.88, 0.189548
56.9, 0.177642
56.92, 0.163894
56.94, 0.148446
56.96, 0.131457
56.98, 0.113104
57, 0.0935755
57.02, 0.0730757
57.04, 0.0518176
57.06, 0.0300227
57.08, 0.00791816
57.1, -0.0142652
57.12, -0.036296
57.14, -0.0579445
57.16, -0.078985
57.18, -0.0991987
57.2, -0.118376
57.22, -0.136317
57.24, -0.152838
57.26, -0.167767
57.28, -0.180951
57.3, -0.192255
57.32, -0.201564
57.34, -0.208782
57.36, -0.213836
57.38, -0.216675
57.4, -0.21727
57.42, -0.215616
57.44, -0.211729
57.46, -0.205651
57.48, -0.197442
57.5, -0.187189
57.52, -0.174995
57.54, -0.160986
57.56, -0.145308
57.58, -0.128121
57.6, -0.109604
57.62, -0.0899483
57.64, -0.069359
57.66, -0.0480501
57.68, -0.0262437
57.7, -0.00416712
57.72, 0.0179492
57.74, 0.0398745
57.76, 0.0613802
57.78, 0.0822422
57.8, 0.102244
57.82, 0.121177
57.84, 0.138845
57.86, 0.155067
57.88, 0.169674
57.9, 0.182517
57.92, 0.193463
57.94, 0.202402
57.96, 0.209242
57.98, 0.213913
58, 0.216368
58.02, 0.216583
58.04, 0.214555
58.06, 0.210306
58.08, 0.20388
58.1, 0.195341
58.12, 0.184779
58.14, 0.172302
58.16, 0.158038
58.18, 0.142134
58.2, 0.124754
58.22, 0.10608
58.24, 0.0863031
58.26, 0.0656307
58.28, 0.0442775
58.3, 0.022466
58.32, 0.000423874
58.34, -0.021619
58.36, -0.0434326
58.38, -0.0647895
58.4, -0.0854672
58.42, -0.105251
58.44, -0.123935
58.46, -0.141326
58.48, -0.157244
58.5, -0.171526
58.52, -0.184024
58.54, -0.194611
58.56, -0.203179
58.58, -0.209639
58.6, -0.213926
58.62, -0.215998
58.64, -0.215833
58.66, -0.213434
58.68, -0.208824
58.7, -0.202052
58.72, -0.193188
58.74, -0.182321
58.76, -0.169565
58.78, -0.155049
58.8, -0.138925
58.82, -0.121359
58.84, -0.102532
58.86, -0.0826411
58.88, -0.0618919
58.9, -0.0405008
58.92, -0.0186909
58.94, 0.00331039
58.96, 0.0252734
58.98, 0.046969
59, 0.0681711
59.02, 0.0886589
59.04, 0.108219
59.06, 0.12665
59.08, 0.143759
59.1, 0.15937
59.12, 0.173323
59.14, 0.185474
59.16, 0.195699
59.18, 0.203893
59.2, 0.209973
59.22, 0.213876
59.24, 0.215565
59.26, 0.215021
59.28, 0.212251
59.3, 0.207284
59.32, 0.200169
59.34, 0.190981
59.36, 0.179814
59.38, 0.166783
59.4, 0.152022
59.42, 0.135683
59.44, 0.117936
59.46, 0.0989633
59.48, 0.0789633
59.5, 0.0581437
59.52, 0.0367213
59.54, 0.0149194
59.56, -0.0070345
59.58, -0.0289113
59.6, -0.0504827
59.62, -0.071524
59.64, -0.0918161
59.66, -0.111148
59.68, -0.12932
59.7, -0.146142
59.72, -0.161443
59.74, -0.175063
59.76, -0.186864
59.78, -0.196725
59.8, -0.204544
59.82, -0.210243
59.84, -0.213763
59.86, -0.215069
59.88, -0.214147
59.9, -0.211009
59.92, -0.205685
59.94, -0.198231
59.96, -0.188724
59.98, -0.17726
